Car Name,Company,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
Hyundai Creta,Hyundai,2016,"58,432 km",Diesel,Manual,"EMI ₹19,013/m*",₹7.22 lakh
Ford Ecosport,Ford,2015,"93,984 km",Diesel,Manual,"EMI ₹10,164/m*",₹3.06 lakh
Mahindra XUV300,Mahindra,2019,"83,689 km",Diesel,Manual,"EMI ₹9,709/m*",₹5.50 lakh
Tata Harrier,Tata,2024,"22,132 km",Diesel,Manual,"EMI ₹27,396/m*",₹16.00 lakh
Hyundai Elite i20,Hyundai,2016,"20,501 km",Petrol,Manual,"EMI ₹9,454/m*",₹4.25 lakh
Maruti Alto K10,Maruti,2017,"61,779 km",Petrol,Manual,"EMI ₹4,829/m*",₹2.47 lakh
Tata PUNCH,Tata,2021,"43,622 km",Petrol,Manual,"EMI ₹9,815/m*",₹5.56 lakh
Maruti XL6,Maruti,2023,"16,322 km",Petrol,Manual,"EMI ₹19,126/m*",₹11.17 lakh
Tata NEXON,Tata,2023,"9,031 km",Petrol,Manual,"EMI ₹13,681/m*",₹7.75 lakh
Honda City,Honda,2017,"57,884 km",Petrol,Manual,"EMI ₹10,225/m*",₹5.23 lakh
Honda City,Honda,2015,"27,150 km",Petrol,Manual,"EMI ₹11,113/m*",₹4.22 lakh
Renault Duster,Renault,2015,"59,926 km",Diesel,Manual,"EMI ₹9,964/m*",₹3.00 lakh
Honda City,Honda,2016,"88,784 km",Petrol,Auto,"EMI ₹10,522/m*",₹4.73 lakh
Maruti Baleno,Maruti,2022,"20,705 km",Petrol,Manual,"EMI ₹12,516/m*",₹7.09 lakh
Tata NEXON,Tata,2018,"37,288 km",Diesel,Manual,"EMI ₹8,895/m*",₹4.55 lakh
Tata ALTROZ,Tata,2023,"9,434 km",Petrol,Manual,"EMI ₹12,604/m*",₹7.14 lakh
Ford FREESTYLE,Ford,2020,"20,911 km",Diesel,Manual,"EMI ₹11,474/m*",₹6.50 lakh
Honda Jazz,Honda,2012,"59,123 km",Petrol,Manual,"EMI ₹13,860/m*",₹1.56 lakh
Honda Amaze,Honda,2020,"2,67,879 km",Diesel,Manual,"EMI ₹10,010/m*",₹4.50 lakh
Maruti Baleno,Maruti,2020,"33,293 km",Petrol,Manual,"EMI ₹10,256/m*",₹5.81 lakh
Mahindra BOLERO NEO,Mahindra,2023,"44,931 km",Diesel,Manual,"EMI ₹14,160/m*",₹8.27 lakh
Hyundai Xcent,Hyundai,2017,"48,995 km",Petrol,Manual,"EMI ₹6,295/m*",₹3.22 lakh
Tata Safari,Tata,2022,"61,296 km",Diesel,Manual,"EMI ₹21,215/m*",₹12.39 lakh
Maruti Baleno,Maruti,2020,"52,303 km",Petrol,Auto,"EMI ₹10,839/m*",₹6.14 lakh
MG HECTOR PLUS,MG,2024,"4,402 km",Petrol,Manual,"EMI ₹35,341/m*",₹20.64 lakh
Hyundai i20 Active,Hyundai,2018,"57,016 km",Petrol,Manual,"EMI ₹7,502/m*",₹4.25 lakh
Maruti XL6,Maruti,2024,"41,353 km",Petrol,Manual,"EMI ₹20,376/m*",₹11.90 lakh
Ford Ecosport,Ford,2018,"62,721 km",Diesel,Manual,"EMI ₹10,518/m*",₹5.38 lakh
KIA SELTOS,KIA,2024,"23,482 km",Petrol,Manual,"EMI ₹21,951/m*",₹12.82 lakh
Mahindra XUV700,Mahindra,2024,"31,151 km",Diesel,Manual,"EMI ₹37,276/m*",₹21.77 lakh
Maruti Ertiga,Maruti,2014,"99,166 km",Petrol,Manual,"EMI ₹11,858/m*",₹3.57 lakh
Tata Hexa,Tata,2018,"85,880 km",Diesel,Manual,"EMI ₹15,970/m*",₹8.39 lakh
Maruti Ciaz,Maruti,2019,"40,279 km",Petrol,Manual,"EMI ₹10,856/m*",₹6.15 lakh
Hyundai GRAND I10 NIOS,Hyundai,2022,"14,747 km",Petrol,Manual,"EMI ₹7,944/m*",₹4.50 lakh
Mahindra XUV300,Mahindra,2023,"30,835 km",Petrol,Manual,"EMI ₹16,266/m*",₹9.50 lakh
Tata Harrier,Tata,2019,"9,15,510 km",Diesel,Manual,"EMI ₹20,547/m*",₹9.45 lakh
Mahindra BOLERO NEO,Mahindra,2022,"1,40,279 km",Diesel,Manual,"EMI ₹17,394/m*",₹8.00 lakh
